timestamp,window,sample,ir_raw,red_raw,true_hr
2026-04-18T19:46:29.534,2,39,157281,123020,75.0
2026-04-18T19:46:29.574,2,40,157281,123020,75.0
2026-04-18T19:46:29.614,2,41,157190,122760,75.0
2026-04-18T19:46:29.654,2,42,157190,122760,75.0
2026-04-18T19:46:29.694,2,43,157190,122760,75.0
2026-04-18T19:46:29.734,2,44,157190,122760,75.0
2026-04-18T19:46:29.774,2,45,157212,122679,75.0
2026-04-18T19:46:29.814,2,46,157212,122679,75.0
2026-04-18T19:46:29.853,2,47,157212,122679,75.0
2026-04-18T19:46:29.894,2,48,157212,122679,75.0
2026-04-18T19:46:29.934,2,49,157268,122617,75.0
2026-04-18T19:46:29.974,2,50,157268,122617,75.0
2026-04-18T19:46:30.014,2,51,157268,122617,75.0
2026-04-18T19:46:30.054,2,52,157268,122617,75.0
2026-04-18T19:46:30.093,2,53,157299,122628,75.0
2026-04-18T19:46:30.133,2,54,157299,122628,75.0
2026-04-18T19:46:30.173,2,55,157299,122628,75.0
2026-04-18T19:46:30.213,2,56,157299,122628,75.0
2026-04-18T19:46:30.252,2,57,157247,122619,75.0
2026-04-18T19:46:30.293,2,58,157247,122619,75.0
2026-04-18T19:46:30.333,2,59,157247,122619,75.0
2026-04-18T19:46:30.373,2,60,157247,122619,75.0
2026-04-18T19:46:30.413,2,61,157164,122599,75.0
2026-04-18T19:46:30.453,2,62,157164,122599,75.0
2026-04-18T19:46:30.493,2,63,157164,122599,75.0
2026-04-18T19:46:30.533,2,64,157164,122599,75.0
2026-04-18T19:46:30.573,2,65,157092,122542,75.0
2026-04-18T19:46:30.613,2,66,157092,122542,75.0
2026-04-18T19:46:30.652,2,67,157092,122542,75.0
2026-04-18T19:46:30.692,2,68,157092,122542,75.0
2026-04-18T19:46:30.732,2,69,157084,122515,75.0
2026-04-18T19:46:30.772,2,70,157084,122515,75.0
2026-04-18T19:46:30.812,2,71,157084,122515,75.0
2026-04-18T19:46:30.852,2,72,157084,122515,75.0
2026-04-18T19:46:30.892,2,73,157151,122612,75.0
2026-04-18T19:46:30.932,2,74,157151,122612,75.0
2026-04-18T19:46:30.972,2,75,157151,122612,75.0
2026-04-18T19:46:31.012,2,76,157151,122612,75.0
2026-04-18T19:46:31.052,2,77,157145,122616,75.0
2026-04-18T19:46:31.092,2,78,157145,122616,75.0
2026-04-18T19:46:31.132,2,79,157145,122616,75.0
2026-04-18T19:46:31.172,2,80,157145,122616,75.0
2026-04-18T19:46:31.212,2,81,157160,122596,75.0
2026-04-18T19:46:31.252,2,82,157160,122596,75.0
2026-04-18T19:46:31.292,2,83,157160,122596,75.0
2026-04-18T19:46:31.332,2,84,157160,122596,75.0
2026-04-18T19:46:31.372,2,85,157191,122643,75.0
2026-04-18T19:46:31.411,2,86,157191,122643,75.0
2026-04-18T19:46:31.452,2,87,157191,122643,75.0
2026-04-18T19:46:31.492,2,88,157191,122643,75.0
2026-04-18T19:46:31.532,2,89,157215,122667,75.0
2026-04-18T19:46:31.571,2,90,157215,122667,75.0
2026-04-18T19:46:31.611,2,91,157215,122667,75.0
2026-04-18T19:46:31.651,2,92,157215,122667,75.0
2026-04-18T19:46:31.691,2,93,157230,122735,75.0
2026-04-18T19:46:31.731,2,94,157230,122735,75.0
2026-04-18T19:46:31.771,2,95,157230,122735,75.0
2026-04-18T19:46:31.811,2,96,157230,122735,75.0
2026-04-18T19:46:31.851,2,97,157245,122806,75.0
2026-04-18T19:46:31.891,2,98,157245,122806,75.0
2026-04-18T19:46:31.931,2,99,157245,122806,75.0
2026-04-18T19:46:31.971,2,100,157245,122806,75.0
2026-04-18T19:46:32.011,2,101,157272,122913,75.0
2026-04-18T19:46:32.051,2,102,157272,122913,75.0
2026-04-18T19:46:32.090,2,103,157272,122913,75.0
2026-04-18T19:46:32.131,2,104,157272,122913,75.0
2026-04-18T19:46:32.170,2,105,157373,123014,75.0
2026-04-18T19:46:32.210,2,106,157373,123014,75.0
2026-04-18T19:46:32.250,2,107,157373,123014,75.0
2026-04-18T19:46:32.290,2,108,157373,123014,75.0
2026-04-18T19:46:32.331,2,109,157495,123210,75.0
2026-04-18T19:46:32.370,2,110,157495,123210,75.0
2026-04-18T19:46:32.410,2,111,157495,123210,75.0
2026-04-18T19:46:32.450,2,112,157495,123210,75.0
2026-04-18T19:46:32.490,2,113,157732,123527,75.0
2026-04-18T19:46:32.530,2,114,157732,123527,75.0
2026-04-18T19:46:32.570,2,115,157732,123527,75.0
2026-04-18T19:46:32.610,2,116,157732,123527,75.0
2026-04-18T19:46:32.650,2,117,157910,123710,75.0
2026-04-18T19:46:32.691,2,118,157910,123710,75.0
2026-04-18T19:46:32.730,2,119,157910,123710,75.0
2026-04-18T19:46:32.770,2,120,157910,123710,75.0
